nama_usaha,jenis_usaha,tenaga_kerja_perempuan,tenaga_kerja_laki_laki,aset,omset,marketplace,kapasitas_produksi,status_legalitas,tahun_berdiri,biaya_karyawan,jumlah_pelanggan
UD. Sella Wirawati,Pendidikan,75.0,21.0,14.507281291655717,17.504324059903414,Lazada,824.0,Belum Terdaftar,2007,19.478471041572444,6.715383386334681
UD. Berlian Buana,Kesehatan,90.0,86.0,15.52580795158142,15.399330925189679,Bukalapak,869.0,Terdaftar,2008,20.084606843564476,6.76849321164863
UD. Lono Suryaatmaja,Jasa,43.0,27.0,15.42079746689183,16.178401727927085,Bukalapak,676.0,Terdaftar,2013,19.162618093443648,6.517671272912275
UD. Lutfi Tejakencana,Pendidikan,88.0,18.0,15.995580612013224,17.106315451470522,Website Sendiri,694.0,Belum Terdaftar,2004,19.577561943889105,6.543911845564792
UD. Monica Jayabaya,Pendidikan,18.0,85.0,15.914409814523664,16.7840506526132,Lazada,79.0,Belum Terdaftar,2021,19.548851838098265,4.382026634673881
UD. Ulfa Saputrautama,Pendidikan,48.0,0.0,14.276223032802303,17.04014043646817,Shopee,367.0,Terdaftar,2017,18.78532386448472,5.908082938168931
UD. Habib Sulaksana,Perdagangan,90.0,66.0,15.381817562387683,17.538097913338195,Bukalapak,712.0,Belum Terdaftar,2017,19.963978856018674,6.569481420414296
UD. Lukita Sanjaya,Pendidikan,80.0,71.0,15.056353333844985,17.288041726808768,Website Sendiri,539.0,Terdaftar,2016,19.931402685654813,6.29156913955832
UD. Gani Panuluh,Pendidikan,56.0,12.0,15.771088961317798,17.360064312838862,Lazada,49.0,Belum Terdaftar,2008,19.13363055671045,3.912023005428146
UD. Kanza Buana,Jasa,5.0,50.0,14.415717548075161,16.984677558824277,Website Sendiri,846.0,Terdaftar,2023,18.92145603792546,6.741700694652055
UD. Fikra Mega Wenda,Jasa,22.0,0.0,16.068205687231004,17.679862899348816,Shopee,147.0,Belum Terdaftar,2014,18.005165315142214,4.997212273764115
UD. Juni Jayawarsa Qasya,Perdagangan,81.0,28.0,16.02416314172994,17.021554404017095,Shopee,95.0,Terdaftar,2017,19.60547073191963,4.564348191467836
UD. Dito Prima,Jasa,42.0,12.0,13.879499865811832,17.393885566848038,Shopee,754.0,Terdaftar,2015,18.903106899369497,6.626717749249025
UD. Aldo Arsana Ida,Kesehatan,43.0,41.0,15.651862982693522,17.058563857884238,Shopee,289.0,Terdaftar,2017,19.34493964944395,5.66988092298052
UD. Jafar Abadi,Kesehatan,65.0,28.0,15.540206365012393,16.767000097099526,Website Sendiri,578.0,Terdaftar,2000,19.44672234336987,6.361302477572996
UD. Rafa Luhur,Perdagangan,44.0,93.0,14.958085823100085,17.323014377758494,Lazada,16.0,Terdaftar,2010,19.8341037748936,2.833213344056216
UD. Qasya Wicaksana,Pendidikan,18.0,15.0,14.218705758446962,16.61244469838308,Shopee,490.0,Belum Terdaftar,2006,18.410630418199872,6.19644412779452
UD. Khayla Darma,Perdagangan,3.0,59.0,15.167519069437546,16.486322612661667,Website Sendiri,149.0,Belum Terdaftar,2009,19.04125723705382,5.0106352940962555
UD. Fauzan Kulon,Perdagangan,96.0,33.0,14.329337872146592,15.27972730353725,Website Sendiri,730.0,Terdaftar,2008,19.773935253578035,6.594413459749778
UD. Bayu Mahkota,Perdagangan,97.0,39.0,15.706668052480893,16.798730781261995,Lazada,877.0,Belum Terdaftar,2020,19.826777734819416,6.777646593635117
UD. Galang Utamajaya,Jasa,95.0,66.0,15.22261928929779,17.18623780424696,Website Sendiri,581.0,Belum Terdaftar,2006,19.99552721368724,6.366470447731438
UD. Bayu Mardika,Pendidikan,56.0,92.0,14.644557449467644,17.679862899348816,Tokopedia,363.0,Terdaftar,2016,19.91133512264875,5.8971538676367405
UD. Hana Senopati,Pendidikan,81.0,93.0,14.726068890990026,17.262349724274813,Lazada,194.0,Belum Terdaftar,2002,20.073178147762622,5.272999558563747
UD. Chiko Wiratama,Pendidikan,8.0,54.0,15.979883951335687,17.49652224218881,Website Sendiri,669.0,Belum Terdaftar,2002,19.04125723705382,6.507277712385012
UD. Tama Ilir Aqila,Perdagangan,47.0,57.0,14.726438133793083,16.94543647355723,Bukalapak,190.0,Belum Terdaftar,2009,19.558513748978886,5.25227342804663
UD. Tiara Radhitya,Kesehatan,35.0,51.0,15.986647116249882,15.37402942176162,Bukalapak,571.0,Terdaftar,2019,19.36847014676186,6.349138991379798
UD. Eren Jatiwangi,Perdagangan,66.0,63.0,15.36807352226058,17.338853003345932,Shopee,536.0,Terdaftar,2000,19.773935253578035,6.285998094508865
UD. Berlian Hilir Isna,Perdagangan,17.0,97.0,14.085959743506987,17.477735259499593,Lazada,210.0,Terdaftar,2014,19.650321297950857,5.351858133476067
UD. Wahyu Karang,Perdagangan,39.0,3.0,15.821583776959189,16.961043434896165,Website Sendiri,921.0,Belum Terdaftar,2020,18.65179247285226,6.826545223556594
UD. Willy Rejo,Pendidikan,88.0,47.0,16.068205687231004,16.579282085234862,Website Sendiri,81.0,Terdaftar,2008,19.81939762753995,4.406719247264253
UD. Bella Jatinagara,Pendidikan,65.0,71.0,15.178535012717175,17.679862899348816,Tokopedia,967.0,Terdaftar,2008,19.826777734819416,6.875232087276577
UD. Cici Ratu Yoga,Perdagangan,64.0,17.0,15.466329828445678,16.332679310710468,Tokopedia,736.0,Belum Terdaftar,2021,19.30857200542005,6.602587892189336
UD. Zahra Senja,Jasa,87.0,85.0,16.068205687231004,16.446042434676883,Shopee,656.0,Terdaftar,2006,20.06161732538382,6.48768401848461
UD. Andi Baswara,Pendidikan,23.0,9.0,14.582232497116282,16.47240717421735,Lazada,329.0,Belum Terdaftar,2009,18.379858759848776,5.799092654460526
UD. Santi Lestari,Jasa,52.0,13.0,15.701038261233313,16.609588841669492,Shopee,229.0,Terdaftar,2012,19.088510121656228,5.438079308923196
UD. Odie Jaladara Lono,Pendidikan,41.0,50.0,16.068205687231004,17.084649138397253,Tokopedia,104.0,Belum Terdaftar,2020,19.424982356812237,4.653960350157523
UD. Tiara Wangi,Perdagangan,52.0,94.0,15.215263198794686,17.152092508864722,Tokopedia,625.0,Belum Terdaftar,2007,19.897729470623826,6.439350371100098
UD. Hanafi Satriya,Kesehatan,61.0,98.0,15.92236004676494,17.454101160437524,Lazada,72.0,Belum Terdaftar,2016,19.98302705094905,4.290459441148391
UD. Lukman Madani,Perdagangan,61.0,45.0,15.617588607065187,17.63086401606658,Shopee,979.0,Terdaftar,2000,19.577561943889105,6.887552571664617
UD. Wulan Jagadmaya,Perdagangan,67.0,65.0,14.778815783199057,16.26295553324963,Tokopedia,664.0,Belum Terdaftar,2013,19.796924771744006,6.499787040655854
UD. Miko Tejakusuma,Pendidikan,34.0,60.0,14.120821573441981,17.679862899348816,Website Sendiri,707.0,Terdaftar,2014,19.457417632448486,6.56244409369372
UD. Wenda Prawira,Jasa,98.0,1.0,15.95654578118223,17.47659660386122,Bukalapak,528.0,Terdaftar,2013,19.509242700133978,6.270988431858299
UD. Prananda Abdi,Perdagangan,56.0,34.0,15.424393116217784,17.64430466018456,Tokopedia,243.0,Terdaftar,2007,19.413932520666354,5.497168225293202
UD. Eddy Adyatma,Kesehatan,60.0,33.0,16.03538805395262,16.249098825330723,Shopee,192.0,Belum Terdaftar,2012,19.44672234336987,5.262690188904886
UD. Made Prana Utami,Kesehatan,11.0,92.0,13.805589506682455,17.22525765310917,Tokopedia,735.0,Belum Terdaftar,2004,19.548851838098265,6.601230118728877
UD. Rafif Jayeng,Perdagangan,48.0,69.0,13.805589506682455,17.447232345296808,Website Sendiri,258.0,Terdaftar,2003,19.676296784279142,5.556828061699537
UD. Khalid Atma,Jasa,86.0,67.0,15.494270967552817,17.129497706502594,Bukalapak,509.0,Terdaftar,2015,19.94456077020347,6.234410725718371
UD. Qanita Bahagia,Perdagangan,21.0,64.0,13.805589506682455,17.668755973511814,Bukalapak,62.0,Belum Terdaftar,2009,19.35677410704427,4.143134726391533
UD. Lina Sudarsana,Perdagangan,89.0,34.0,15.35090508077454,16.704329889247344,Website Sendiri,159.0,Belum Terdaftar,2011,19.72630720471483,5.075173815233827
UD. Qayla Sasmita,Kesehatan,67.0,47.0,13.805589506682455,15.9814686146264,Shopee,368.0,Belum Terdaftar,2010,19.650321297950857,5.910796644040527
UD. Ucup Malam,Pendidikan,70.0,46.0,14.455219513838554,16.685848981953537,Website Sendiri,94.0,Terdaftar,2022,19.667713040612313,4.553876891600541
UD. Silvi Jayeng,Perdagangan,94.0,92.0,15.083206050726766,16.099894306923513,Lazada,355.0,Terdaftar,2013,20.1398695221377,5.87493073085203
UD. Harun Mandala,Pendidikan,6.0,10.0,15.520002617429105,17.589537085667022,Lazada,627.0,Terdaftar,2002,17.6867115897055,6.4425401664681985
UD. Silvi Tejakencana,Jasa,21.0,61.0,16.068205687231004,15.22326719780846,Lazada,391.0,Terdaftar,2024,19.320842097961677,5.971261839790462
UD. Vino Wicaksana,Pendidikan,39.0,3.0,14.58113048156213,17.058563857884238,Bukalapak,339.0,Terdaftar,2006,18.65179247285226,5.8289456176102075
UD. Zidan Sasmita,Pendidikan,18.0,85.0,15.728051230515572,17.366373318370236,Bukalapak,354.0,Belum Terdaftar,2013,19.548851838098265,5.872117789475416
UD. Yumna Mandala,Kesehatan,52.0,32.0,15.251569370386475,17.567010335274876,Tokopedia,463.0,Terdaftar,2013,19.34493964944395,6.139884552226255
UD. Yaniar Adiwarna Satria,Jasa,29.0,33.0,14.000561719329095,15.097799595849246,Lazada,792.0,Terdaftar,2000,19.04125723705382,6.675823221634848
UD. Mila Cempaka,Jasa,25.0,94.0,15.69759081093844,17.472463052714783,Shopee,455.0,Belum Terdaftar,2017,19.693246342545034,6.1224928095143865
UD. Tasya Kinarya,Jasa,40.0,73.0,15.359076794337884,17.305408963358698,Shopee,929.0,Terdaftar,2020,19.641510668294575,6.835184586147301
UD. Khayla Selaras,Kesehatan,21.0,34.0,15.5456766758923,17.175831221386638,Lazada,573.0,Belum Terdaftar,2001,18.92145603792546,6.352629396319567
UD. Guntur Jayengprana,Kesehatan,60.0,52.0,15.353915948810078,15.500780726548223,Bukalapak,601.0,Belum Terdaftar,2011,19.632621720903668,6.400257445308821
UD. Obed Abadi,Kesehatan,72.0,27.0,15.105064642178272,17.672560728844868,Website Sendiri,256.0,Terdaftar,2013,19.509242700133978,5.54907608489522
UD. Pasha Lempung,Perdagangan,45.0,22.0,15.972848582747572,17.365254344801855,Bukalapak,750.0,Terdaftar,2017,19.118815470998474,6.621405651764134
UD. Valen Anindita Silvi,Perdagangan,57.0,48.0,15.197713309855912,16.921945616808447,Tokopedia,205.0,Terdaftar,2021,19.56808319996451,5.327876168789581
UD. Bella Ratu,Pendidikan,28.0,75.0,16.033372708050333,17.455593860390852,Lazada,774.0,Belum Terdaftar,2012,19.548851838098265,6.652863029353347
UD. Niken Prajurit,Pendidikan,95.0,92.0,14.72917985688347,16.426537686431814,Bukalapak,539.0,Terdaftar,2012,20.1452314652695,6.29156913955832
UD. Jojo Purnama,Pendidikan,30.0,99.0,15.168795555497198,16.63356535427397,Bukalapak,596.0,Belum Terdaftar,2021,19.773935253578035,6.391917113392602
UD. Gracia Harmoni,Jasa,31.0,25.0,16.050436211484193,16.921399706233824,Lazada,982.0,Terdaftar,2001,18.939474543319914,6.890609120147166
UD. Abdi Saputra,Jasa,8.0,16.0,14.369719756600396,17.526313648247857,Website Sendiri,271.0,Belum Terdaftar,2000,18.09217669086922,5.605802066295998
UD. Bayu Sangkala,Jasa,93.0,42.0,14.842207852758486,17.409834852174612,Bukalapak,42.0,Belum Terdaftar,2011,19.81939762753995,3.7612001156935624
UD. Qanitah Maheswara,Kesehatan,36.0,96.0,15.827501074615055,15.033690067461153,Lazada,557.0,Belum Terdaftar,2021,19.796924771744006,6.324358962381311
UD. Ulil Darma,Pendidikan,95.0,58.0,16.061298077889862,17.339525127095083,Lazada,926.0,Belum Terdaftar,2004,19.94456077020347,6.831953565565855
UD. Juni Mulyo Iman,Pendidikan,7.0,85.0,16.025365699499975,17.11954653402718,Bukalapak,248.0,Terdaftar,2010,19.435911427304614,5.517452896464707
UD. Nando Sunardi,Jasa,23.0,65.0,14.936608146851455,15.295133819267804,Bukalapak,616.0,Belum Terdaftar,2007,19.39145966489847,6.424869023905388
UD. Bagir Abadi,Pendidikan,67.0,73.0,15.455332951091107,16.65466352162166,Bukalapak,701.0,Belum Terdaftar,2020,19.85576527162264,6.553933404025811
UD. Nando Binasena,Kesehatan,51.0,38.0,13.848262315546664,17.503616813237013,Website Sendiri,411.0,Belum Terdaftar,2023,19.402759220109843,6.021023349349527
UD. Sella Trijaya,Pendidikan,45.0,25.0,14.662095307005153,17.07630974822111,Bukalapak,410.0,Belum Terdaftar,2001,19.162618093443648,6.018593214496234
UD. Bella Puri,Pendidikan,16.0,93.0,16.04711380276796,15.033690067461153,Shopee,658.0,Belum Terdaftar,2005,19.60547073191963,6.490723534502507
UD. Wira Bima,Pendidikan,20.0,21.0,14.21413096110042,16.870872323062656,Bukalapak,600.0,Belum Terdaftar,2021,18.627694921466773,6.398594934535208
UD. Poppy Nirmala,Kesehatan,47.0,74.0,14.947088460454845,16.302665262316363,Tokopedia,806.0,Belum Terdaftar,2005,19.709913394983946,6.693323668269949
UD. Deni Pramana Yumna,Kesehatan,8.0,21.0,16.068205687231004,16.774133779238976,Shopee,141.0,Belum Terdaftar,2022,18.28141868811311,4.955827057601261
UD. Ulil Saputrautama,Perdagangan,68.0,87.0,16.01984105059916,16.377191425882515,Tokopedia,225.0,Belum Terdaftar,2014,19.95754796570217,5.420534999272286
UD. Reza Arsana,Kesehatan,4.0,57.0,16.068205687231004,16.20203322531995,Tokopedia,468.0,Terdaftar,2001,19.024996716270177,6.150602768446279
UD. Ulil Atma,Perdagangan,93.0,28.0,15.369041390959925,16.536432692467002,Lazada,225.0,Terdaftar,2004,19.709913394983946,5.420534999272286
UD. Joko Berkarya,Jasa,5.0,9.0,16.029311977105273,16.858993169541538,Website Sendiri,629.0,Terdaftar,2006,17.553180200057167,6.4457198193855785
UD. Cipta Madani Olla,Jasa,71.0,97.0,15.560461223830528,15.054200970900837,Shopee,405.0,Terdaftar,2018,20.038086828019768,6.0063531596017325
UD. Umi Mega,Pendidikan,47.0,24.0,15.53833286843911,17.59781227452389,Shopee,711.0,Terdaftar,2004,19.176802728368536,6.568077911411976
UD. Qanita Wira,Pendidikan,45.0,20.0,14.751927002191913,17.466675346266086,Lazada,680.0,Belum Terdaftar,2021,19.088510121656228,6.523562306149512
UD. Cinta Santosa,Perdagangan,96.0,60.0,15.793633404812615,17.017042890184623,Tokopedia,205.0,Terdaftar,2014,19.963978856018674,5.327876168789581
UD. Iman Wiraatmaja,Perdagangan,78.0,38.0,15.571891005284494,16.868166306651165,Website Sendiri,369.0,Belum Terdaftar,2015,19.667713040612313,5.91350300563827
UD. Diyan Karya,Jasa,72.0,76.0,14.513908926869417,15.191144043353765,Website Sendiri,821.0,Terdaftar,2002,19.91133512264875,6.71174039505618
UD. Yayan Tirta,Kesehatan,62.0,65.0,16.068205687231004,16.62378008140944,Lazada,285.0,Belum Terdaftar,2014,19.758309935715648,5.655991810819852
UD. Zidan Mega Kamil,Jasa,2.0,5.0,14.91279429783546,16.640613216804688,Bukalapak,527.0,Belum Terdaftar,2007,16.860033043306743,6.269096283706261
UD. Salsa Nirmala,Jasa,30.0,0.0,13.967460532300315,17.13313848695889,Website Sendiri,310.0,Terdaftar,2022,18.31532023940565,5.739792912179234
UD. Anis Swargaloka,Pendidikan,6.0,27.0,15.853241298794172,17.595127274743838,Bukalapak,718.0,Belum Terdaftar,2015,18.410630418199872,6.577861357721047
UD. Yaniar Nawasena,Kesehatan,15.0,85.0,16.03000012285283,17.679862899348816,Lazada,580.0,Belum Terdaftar,2014,19.519293035953808,6.364750756851911
UD. Thariq Sukadarma,Pendidikan,91.0,10.0,15.667275633929044,15.033690067461153,Tokopedia,919.0,Terdaftar,2010,19.529243366773972,6.824373670043086
UD. Vina Bersemi,Perdagangan,98.0,38.0,15.553317410465812,17.349217764795224,Bukalapak,728.0,Terdaftar,2016,19.826777734819416,6.591673732008658
UD. Ghani Sulaksana,Jasa,14.0,68.0,14.951595558562335,16.669134879412997,Shopee,90.0,Belum Terdaftar,2004,19.320842097961677,4.51085950651685
UD. Elva Hilir,Jasa,6.0,17.0,15.93786155390348,16.81212504225591,Bukalapak,344.0,Belum Terdaftar,2015,18.049617077054286,5.84354441703136
UD. Inten Saputrautama,Pendidikan,98.0,19.0,15.040332500626171,16.129560873387565,Tokopedia,290.0,Terdaftar,2018,19.676296784279142,5.673323267171493
UD. Cakra Puri,Kesehatan,94.0,75.0,15.65082620043694,17.43383899874706,Bukalapak,116.0,Belum Terdaftar,2008,20.044021563527846,4.762173934797756
UD. Mirna Widjaja,Jasa,37.0,84.0,14.726584506053388,17.049934088421473,Lazada,639.0,unknown,2019,19.709913394983946,6.461468176353717
UD. Erni Prima,Pendidikan,7.0,90.0,15.980190019571316,15.947529013589463,Bukalapak,151.0,Terdaftar,2011,19.488833828572194,5.0238805208462765
UD. Karla Senja,Perdagangan,55.0,57.0,15.965833004340796,17.66543396433167,Shopee,357.0,Terdaftar,2010,19.632621720903668,5.8805329864007
UD. Ulya Wiratama,Pendidikan,79.0,49.0,15.965449122661086,15.617860747012111,Bukalapak,451.0,Belum Terdaftar,2001,19.766153113156168,6.113682179832232
UD. Kamil Adyatma,Kesehatan,97.0,40.0,15.386899917996184,17.23658330937485,Lazada,936.0,Belum Terdaftar,unknown,19.8341037748936,6.842683282238422
UD. Olla Sumringah,Pendidikan,0.0,97.0,15.662427653754616,17.06400386296409,Bukalapak,374.0,Terdaftar,2016,19.488833828572194,5.926926025970411
UD. Jaya Abadi,Pendidikan,18.0,17.0,14.924604059644988,17.679862899348816,Website Sendiri,420.0,Terdaftar,2000,18.46947091764561,6.042632833682381
UD. Isna Jatinagara,Pendidikan,77.0,33.0,16.036539548680654,16.614338074887367,Tokopedia,50.0,Terdaftar,2006,19.6146032154551,3.9318256327243257
UD. Sella Tunggal,Pendidikan,18.0,65.0,16.03173787850452,16.723061788918262,Shopee,445.0,Belum Terdaftar,2003,19.332963458445047,6.100318952020064
UD. Fira Gemilang,Perdagangan,3.0,64.0,15.880198929852583,17.492273021963143,Shopee,519.0,Terdaftar,2003,19.118815470998474,6.253828811575473
UD. Habib Atma,Perdagangan,63.0,91.0,15.390469234653999,17.60495465841721,Tokopedia,813.0,Belum Terdaftar,2014,19.951075451210514,6.70196036600254
UD. Jihan Baswara,Pendidikan,97.0,26.0,14.68085446174029,16.156513253242846,Shopee,729.0,Terdaftar,2022,19.72630720471483,6.593044534142437
UD. Zera Wicaksana,Kesehatan,1.0,29.0,15.136355049461356,17.338396140190806,Bukalapak,955.0,Belum Terdaftar,2024,18.31532023940565,6.862757913051401
UD. Andi Asa,Jasa,75.0,85.0,15.037837882762107,16.770874484084608,Tokopedia,876.0,Belum Terdaftar,2024,19.989296663949546,6.776506992372183
UD. Delia Wijapranata,Perdagangan,22.0,75.0,14.902670181172832,17.654957709253942,Shopee,982.0,Belum Terdaftar,2003,19.488833828572194,6.890609120147166
UD. Tono Baru,Jasa,55.0,0.0,13.805589506682455,15.61433716272528,Bukalapak,501.0,Terdaftar,2019,18.92145603792546,6.831953565565855
UD. Juni Putra,Kesehatan,81.0,96.0,14.916178731851366,17.633847919315084,Shopee,518.0,Terdaftar,2002,20.09027258108945,6.251903883165888
UD. Teguh Nusa,Jasa,95.0,40.0,15.729130959138278,17.609200804165717,Shopee,184.0,Belum Terdaftar,2018,19.81939762753995,5.220355825078324
UD. Priska Kusuma,Pendidikan,50.0,61.0,15.856356401128481,17.585683460326475,Lazada,797.0,Belum Terdaftar,2020,19.62365305094772,6.682108597449809
UD. Balqis Adiwangsa,Jasa,80.0,0.0,16.047197859119258,17.192058591933453,Lazada,762.0,Belum Terdaftar,2019,19.29614948547293,6.637258031284457
UD. Willy Wijaksana,Pendidikan,30.0,4.0,16.052657311772553,17.330961137915764,Tokopedia,593.0,Belum Terdaftar,2014,18.440483381052466,6.386879319362645
UD. Jihan Warna,Kesehatan,57.0,47.0,14.574197789213594,15.045355181781781,Bukalapak,125.0,Belum Terdaftar,2011,19.558513748978886,4.836281906951478
UD. Citra Tejakusuma,Kesehatan,35.0,4.0,15.009704201786562,17.57544054180037,Website Sendiri,477.0,Terdaftar,2000,18.57768450130904,6.169610732491456
UD. Hilmi Sumirat,Kesehatan,89.0,70.0,15.434344390168373,17.49297086103662,Shopee,681.0,Belum Terdaftar,2004,19.98302705094905,6.525029657843462
UD. Dani Kusen,Pendidikan,11.0,83.0,15.447964947350593,17.103719852309347,Tokopedia,128.0,Belum Terdaftar,2014,19.457417632448486,4.859812404361672
UD. Qira Sunardi,Pendidikan,34.0,25.0,14.681395601412133,17.679862899348816,Lazada,655.0,Terdaftar,2005,18.99166029618782,6.486160788944089
UD. Gerry Swargaloka Hesti,Jasa,79.0,48.0,13.805589506682455,16.56490313016736,Bukalapak,599.0,Belum Terdaftar,2001,19.758309935715648,6.396929655216146
UD. Raka Taruna,Perdagangan,3.0,69.0,15.608171620634787,17.50554616847176,Lazada,171.0,Terdaftar,2000,19.190788970278067,5.147494476813453
UD. Mario Kencana,Perdagangan,27.0,89.0,15.305051025954388,17.625788570514626,Shopee,941.0,Terdaftar,2020,19.667713040612313,6.848005274576363
UD. Alya Cahaya,Kesehatan,32.0,60.0,15.962688432016341,17.679862899348816,Lazada,501.0,Terdaftar,2010,19.435911427304614,6.587550014824796
UD. Balqis Jayengpati,Pendidikan,30.0,38.0,15.335681096013747,17.517821701706104,Bukalapak,25.0,Terdaftar,2006,19.13363055671045,3.258096538021482
UD. Alvino Anggrek,Pendidikan,77.0,77.0,16.010093983861978,17.299986789952662,Tokopedia,437.0,Belum Terdaftar,2024,19.951075451210514,6.082218910376446
UD. Yusuf Naraya,Jasa,4.0,48.0,15.181747609359169,16.916396765839636,Shopee,300.0,Belum Terdaftar,2011,18.86536657162407,5.707110264748875
UD. Fitri Alam,Kesehatan,9.0,13.0,15.847702067612076,17.57946946933029,Shopee,964.0,Belum Terdaftar,2000,18.005165315142214,6.872128101338986
UD. Fatimah Panuluh,Jasa,24.0,19.0,16.068205687231004,16.51150147059137,Bukalapak,756.0,Terdaftar,2018,18.675322970077882,6.6293632534374485
